SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,51,VIRGINIA,VA,Alt Ed Prgm/Behav Disord Youth/Montgomery,01,,VA-407,5100078,C/O Montgomery Co Public Schls,750 Imperial Street,,Christiansburg,VA,24073,,C/O Montgomery Co Public Schls,750 Imperial Street,,Christiansburg,VA,24073,,(540)381-6116,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Petersburg Regional Alternative,01,,VA-408,5100079,KEYS Academy-Petersburg,455 Old Wagner Rd.,,Petersburg,VA,23805,,KEYS Academy-Petersburg,455 Old Wagner Rd.,,Petersburg,VA,23805,,(804)863-2191,http://healthconnectamerica.com,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Regional Alternative/Pittsylvania Co,01,,VA-409,5100080,C/O Pittsylvania Co Pub Schls,PO Box 232,,Chatham,VA,24531,,956 Woodlawn Academy Road,,,Chatham,VA,24531,,(434)432-4920,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Project Return/Powhatan Co,01,,VA-410,5100081,C/O Powhatan Co Public Schls,4290 Anderson Hwy,,Powhatan,VA,23139,,C/O Powhatan Co Public Schls,4290 Anderson Hwy,,Powhatan,VA,23139,,(804)598-5700,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,The Regional Community Alternative Ed Continuum,01,,VA-427,5100082,C/O Southeastern Alt School,4484 Catlett Rd,,Midland,VA,22728,,C/O Southeastern Alt School,4484 Catlett Rd,,Midland,VA,22728,,(540)788-9011,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Project Renew/Northampton Co,01,,VA-428,5100083,Northampton CO Public Schools,7207 Young Street,,Machipongo,VA,23405,,Northampton CO Public Schools,7207 Young Street,,Machipongo,VA,23405,,(757)678-5151,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Renaissance/Scott Co,01,,VA-429,5100084,C/O Scott Co Public Schls,340 E Jackson St,,Gate City,VA,24251,,C/O Scott Co Public Schls,340 E Jackson St,,Gate City,VA,24251,,(276)386-6118,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Crossroads Alternative/Bristol City,01,,VA-411,5100086,C/O Bristol City Public Schls,280 Lee Street,,Bristol,VA,24201,,C/O Bristol City Public Schls,280 Lee Street,,Bristol,VA,24201,,(540)669-8181,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Metro Richmond Alternative Ed,01,,VA-412,5100087,C/O Richmond City Public Schls,301 N Ninth St,,Richmond,VA,23219,,C/O Richmond City Public Schls,301 N Ninth St,,Richmond,VA,23219,,(804)780-7810,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Regional Alternative Ed/Stafford Co,01,,VA-413,5100088,C/O Stafford Co Public Schls,125 University Blvd,,Fredericksburg,VA,22406,,C/O Stafford Co Public Schls,125 University Blvd,,Fredericksburg,VA,22406,,(540)286-8985,http://www.staffordschools.net,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Southside L.I.N.K. Project/Brunswick Co,01,,VA-414,5100089,1718 Farmers Field Road,,,Lawrenceville,VA,23868,,1718 Farmers Field Road,,,Lawrenceville,VA,23868,,(434)848-3138,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Albemarle County Public Schools,01,,VA-002,5100090,401 McIntire Road,,,Charlottesville,VA,22902,4596,401 McIntire Road,,,Charlottesville,VA,22902,4596,(434)296-5826,http://www.k12albemarle.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,CHRTIDEAESEA,LEA for federal programs,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,25
2023-2024,51,VIRGINIA,VA,Regional Alternative Ed/King William,01,,VA-415,5100091,80 Cavalier Drive,,,King William,VA,23086,,80 Cavalier Drive,Pine Building/iMPACt,,King William,VA,23086,,(804)769-3434,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Independence Nontraditional School - Middle,01,,VA-416,5100092,C/O Pr William Co Pub Schls,14550 Aden Road,,Manassas,VA,20112,,C/O Pr William Co Pub Schl,14550 Aden Road,,Manassas,VA,20112,,(571)374-6600,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Project Bridge/Russell Co,01,,VA-417,5100093,PO Box 8,,,Lebanon,VA,24266,,No Street Address,,,Lebanon,VA,24266,,(540)889-6521,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Regional Alternative/Wythe Co,01,,VA-418,5100094,C/O Wythe Co Public Schls,1570 W Reservoir St,,Wytheville,VA,24382,,C/O Wythe Co Public Schls,1570 W Reservoir St,,Wytheville,VA,24382,,(276)228-5411,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Piedmont Alternative School,01,,VA-420,5100096,5285 Old Nottoway Road,,,Crewe,VA,23930,,5285 Old Nottoway Road,,,Crewe,VA,23930,,(434)645-7471,http://www.antc-pas.com/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Northern Neck Regional Alternative Ed,01,,VA-421,5100097,13946 Historyland Hwy,,,Warsaw,VA,22572,,13946 Historyland Hwy,,,Warsaw,VA,22572,,(804)333-4940,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Breaking Barriers Alternative Ed/Henry Co,01,,VA-423,5100099,15 Primary School Road,,,Collinsville,VA,24078,,3300 Kings Mtn Road,3rd Floor,,Martinsville,VA,24112,,(540)634-4717,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Carroll-Galax Reg Alt Ed Prgm/The RAE Ctr,01,,VA-424,5100100,C/O Carroll Co Public Schls,605-9 Pine St,,Hillsville,VA,24343,,C/O Carrol Co Public Schls,605-9 Pine St,,Hillsville,VA,24343,,(540)728-3191,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Regional Learning Academy/Wise Co,01,,VA-426,5100102,RLA/Wise Co Public Schools,628 Lake Street NE,,Wise,VA,24293,,Regional Learning Academy/Wise Co,515 Hurricane Road Bldg B,,Wise,VA,24293,,(276)328-8017,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Piedmont Governor's School,01,,VA-276,5100103,P.O. Box 0984,,,Martinsville,VA,24078,,545 Patriot Avenue,,,Martinsville,VA,24112,,(276)656-0249,http://www.pcs.k12.va.us/governor/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Fairfax-Falls Church Comm Svcs Bd,01,,VA-902,5100105,12011 Government Ctr Pkwy,Ste 730,,Fairfax,VA,22035,,12011 Government Ctr Pkwy,Ste 730,,Fairfax,VA,22035,,(703)324-5834,,2,Closed,2,Closed,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,51,VIRGINIA,VA,Mountain Vista Governor's School,01,,VA-277,5100107,6480 College Street,,,Warrenton,VA,20187,,6480 College Street,,,Warrenton,VA,20187,,(540)347-6237,http://www.mvgs.k12.va.us/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Massanutten Regional Governor's School,01,,VA-275,5100109,150 Stonewall Lane,,,Quicksburg,VA,22847,,150 Stonewall Lane,,,Quicksburg,VA,22847,,(540)477-3226,http://www.shenandoah.k12.va.us/mgs/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Alexandria City Public Schools,01,,VA-101,5100120,1340 Braddock Place,,,Alexandria,VA,22314,,1340 Braddock Place,,,Alexandria,VA,22314,,(703)619-8000,http://www.acps.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,19
2023-2024,51,VIRGINIA,VA,Alleghany Highlands Public Schools,01,,VA-003,5100152,P.O. Drawer 140,,,Low Moor,VA,24457,,100 Central Circle,,,Low Moor,VA,24457,,(540)863-1800,http://ahps.ss20.sharpschool.com/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,7
2023-2024,51,VIRGINIA,VA,Amelia County Public Schools,01,,VA-004,5100180,8701 Otterburn Road Suite 101,,,Amelia,VA,23002,,8701 Otterburn Road Suite 101,,,Amelia,VA,23002,,(804)561-2621,http://www.amelia.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,51,VIRGINIA,VA,Amherst County Public Schools,01,,VA-005,5100210,P. O. Box 1257,,,Amherst,VA,24521,,153 Washington St,,,Amherst,VA,24521,,(434)946-9387,http://www.amherst.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,51,VIRGINIA,VA,Appomattox County Public Schools,01,,VA-006,5100240,P.O. Box 548,,,Appomattox,VA,24522,,316 Court Street,,,Appomattox,VA,24522,,(434)352-8251,http://www.acpsweb.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,51,VIRGINIA,VA,Regional Alternative Education Center/Buena Vista,01,,VA-431,5100251,2329 Chestnut Avenue,,,Buena Vista,VA,24416,,2329 Chestnut Avenue,,,Buena Vista,VA,24416,,(540)261-2129,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,The Governor's School @ Innovation Park,01,,VA-278,5100252,10900 University Boulevard,,,Manassas,VA,20110,,10900 University Boulevard,,,Manassas,VA,20110,,(703)993-7027,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,OLD DOM JOB CORP,01,,VA-536,5100253,1073 Father Judge Road,,,Monroe,VA,24574,,1073 Father Judge Road,,,Monroe,VA,24574,,(434)929-4081,,2,Closed,2,Closed,07/30/2024,6,Federal operated agency,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,51,VIRGINIA,VA,Bridging Communities Reg Career & Technical Center,01,,VA-313,5100255,P.O. Box 232,,,New Kent,VA,23124,,7930 New Chipping Lane,,,New Kent,VA,23124,,(804)966-8575,http://www.bridgingcommunities.12.va.us,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,2
2023-2024,51,VIRGINIA,VA,CodeRVA Regional High School,01,,VA-432,5100256,1405 Cummings Drive,Suite 10,,Richmond,VA,23220,,1405 Cummings Drive,Suite 10,,Richmond,VA,23220,,(804)968-1820,http://coderva.org/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Valley Academy,01,,VA-433,5100258,59 John Lewis Road,Suite 101,,Fishersville,VA,22939,,59 John Lewis Road,Suite 101,,Fishersville,VA,22939,,(540)886-0573,http://waynesboro.k12.va.us,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Arlington County Public Schools,01,,VA-007,5100270,2110 Washington Blvd.,,,Arlington,VA,22204,,2110 Washington Blvd.,,,Arlington,VA,22204,,(703)228-6010,http://www.apsva.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,42
2023-2024,51,VIRGINIA,VA,Augusta County Public Schools,01,,VA-008,5100300,P O Box 960,,,Verona,VA,24482,,18 Government Center Lane,,,Verona,VA,24482,,(540)245-5100,http://www.augusta.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,18
2023-2024,51,VIRGINIA,VA,Bath County Public Schools,01,,VA-009,5100330,PO Box 67,,,Warm Springs,VA,24484,,12145 Sam Snead Hwy.,U.S. Route 220 N,,Warm Springs,VA,24484,,(540)839-2722,http://www.bath.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,51,VIRGINIA,VA,Bedford County Public Schools,01,,VA-010,5100360,310 S. Bridge St,P.O. Box 748,,Bedford,VA,24523,,310 S. Bridge St,,,Bedford,VA,24523,,(540)586-1045,http://www.bedford.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,22
2023-2024,51,VIRGINIA,VA,Bland County Public Schools,01,,VA-011,5100390,361 Bears Trail,,,Bastian,VA,24314,,361 Bears Trail,,,Bastian,VA,24314,,(276)688-3361,http://www.bland.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,51,VIRGINIA,VA,Botetourt County Public Schools,01,,VA-012,5100420,143 Poor Farm Rd,,,Fincastle,VA,24090,,143 Poor Farm Rd,,,Fincastle,VA,24090,,(540)473-8263,http://www.bcps.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,12
2023-2024,51,VIRGINIA,VA,Bristol City Public Schools,01,,VA-102,5100450,280 Lee Street,,,Bristol,VA,24201,,280 Lee Street,,,Bristol,VA,24201,,(276)821-5600,http://www.bvps.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,7
2023-2024,51,VIRGINIA,VA,Brunswick County Public Schools,01,,VA-013,5100480,1718 Farmer's Field Road,,,Lawrenceville,VA,23868,,1718 Farmer's Field Road,,,Lawrenceville,VA,23868,,(434)848-3138,http://www.brunswickcps.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,51,VIRGINIA,VA,Buchanan County Public Schools,01,,VA-014,5100510,4447 Slate Creek Road Suite 100,,,Grundy,VA,24614,,4447 Slate Creek Road Suite 100,,,Grundy,VA,24614,,(276)935-4551,http://www.bcpsk12.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,51,VIRGINIA,VA,Buckingham County Public Schools,01,,VA-015,5100540,15595 West James Anderson Rd.,,,Buckingham,VA,23921,,15595 West James Anderson Rd.,,,Buckingham,VA,23921,,(434)969-6100,http://www.bcpschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,51,VIRGINIA,VA,Buena Vista City Public Schools,01,,VA-103,5100560,2329 Chestnut Ave. Suite A,,,Buena Vista,VA,24416,2621,2329 Chestnut Ave. Suite A,,,Buena Vista,VA,24416,2621,(540)261-2129,http://www.bvcps.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,51,VIRGINIA,VA,Campbell County Public Schools,01,,VA-016,5100600,P.O. Box 99,,,Rustburg,VA,24588,,684 Village Highway,,,Rustburg,VA,24588,,(434)332-3458,http://www.campbell.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,15
2023-2024,51,VIRGINIA,VA,Caroline County Public Schools,01,,VA-017,5100660,16261 Richmond Turnpike,,,Bowling Green,VA,22427,2203,16261 Richmond Turnpike,,,Bowling Green,VA,22427,2203,(804)633-5088,http://www.ccps.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,51,VIRGINIA,VA,Carroll County Public Schools,01,,VA-018,5100690,605-9  Pine St,,,Hillsville,VA,24343,,605-9  Pine St,,,Hillsville,VA,24343,,(276)730-3200,http://www.ccpsd.k12.va.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,11
2023-2024,51,VIRGINIA,VA,Charles City County Public Schools,01,,VA-019,5100720,10035 Courthouse Rd,,,Charles City,VA,23030,3426,10035 Courthouse Rd,,,Charles City,VA,23030,3426,(804)652-4612,http://www.ccps.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,51,VIRGINIA,VA,Charlotte County Public Schools,01,,VA-020,5100750,PO Box 790,,,Charlotte Court House,VA,23923,,250 Legrande Ave Suite E,Suite E,,Charlotte Court House,VA,23923,,(434)542-5151,http://www.ccpsk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
